City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Dzaoudzi,YT,-12.7887,45.2699,73.29,88,0,2.3,clear sky
465,Lodja,CD,-3.4833,23.4333,70.84,92,84,0.89,light rain
466,Moose Factory,CA,51.2585,-80.6094,41.0,93,75,10.36,broken clouds
467,Ciudad Bolivar,VE,8.1222,-63.5497,89.49,50,96,5.23,overcast clouds
468,Morant Bay,JM,17.8815,-76.4093,87.71,73,72,7.0,broken clouds
469,Kuznechnoye,RU,61.12,29.8686,34.0,88,90,5.82,overcast clouds
470,Alofi,NU,-19.0595,-169.9187,78.69,89,75,2.3,broken clouds
471,Wilmington,US,34.2257,-77.9447,62.01,40,0,16.11,clear sky
472,Innisfail,AU,-17.5333,146.0333,77.41,84,64,2.21,broken clouds
473,Tangjiazhuang,CN,39.7333,118.45,50.99,45,97,3.22,overcast clouds
474,Hofn,IS,64.2539,-15.2082,42.42,65,8,3.53,clear sky
475,Awjilah,LY,29.1081,21.2869,72.1,48,63,4.79,broken clouds
476,Aranos,NA,-24.1333,19.1167,75.94,39,28,19.13,scattered clouds
477,Adrar,MR,20.5022,-10.0711,89.01,12,58,9.37,broken clouds
478,Dorverden,DE,52.85,9.2333,49.32,89,100,8.59,light rain
479,Lasa,IT,46.6166,10.7002,56.28,75,67,2.39,broken clouds
480,Nador,MA,35.174,-2.9287,70.05,94,40,6.91,scattered clouds
481,Braganca,BR,-1.0536,-46.7656,80.35,75,100,7.16,overcast clouds
482,Mount Isa,AU,-20.7333,139.5,71.37,53,100,5.75,overcast clouds
483,Hamilton,US,39.1834,-84.5333,55.76,37,0,12.66,clear sky
484,San Lawrenz,MT,36.0553,14.204,67.86,75,0,1.79,clear sky
485,Asfi,MA,32.2994,-9.2372,69.48,75,100,5.21,overcast clouds
486,Pontianak,ID,-0.0333,109.3333,75.18,100,75,1.14,broken clouds
487,Saint-Joseph,RE,-21.3667,55.6167,66.58,71,19,8.46,few clouds
488,Solnechnyy,RU,50.7214,136.6319,35.78,66,100,2.84,overcast clouds
489,College,US,64.8569,-147.8028,37.8,90,100,3.44,fog
490,Tilichiki,RU,60.4667,166.1,25.61,79,97,10.76,overcast clouds
491,Aboso,GH,5.3617,-1.9473,73.89,94,63,3.2,broken clouds
492,Comodoro Rivadavia,AR,-45.8667,-67.5,73.26,27,0,28.77,clear sky
493,Kieta,PG,-6.2167,155.6333,81.86,67,86,1.77,overcast clouds
494,Pinos Puente,ES,37.2511,-3.7497,78.3,37,0,0.0,clear sky
495,Marzuq,YE,14.4,46.4667,69.57,28,32,0.56,scattered clouds
496,Socorro,US,31.6546,-106.3033,69.37,43,0,11.5,clear sky
497,Nova Aurora,BR,-22.8667,-52.5667,80.29,70,16,2.53,few clouds
498,Kavaratti,IN,10.5669,72.642,80.87,78,40,14.12,scattered clouds
499,Kupang,ID,-10.1667,123.5833,79.18,81,18,3.15,few clouds
500,Te Anau,NZ,-45.4167,167.7167,43.54,89,48,8.34,scattered clouds
501,Bam,IR,29.106,58.357,71.85,20,9,6.31,clear sky
502,Kalmar,SE,56.6616,16.3616,43.97,93,6,3.44,clear sky
503,Nizhnyaya Tavda,RU,57.6731,66.1725,40.33,91,100,6.71,light rain
504,Methven,NZ,-43.6333,171.65,51.03,73,90,3.0,overcast clouds
505,Mnogovershinnyy,RU,53.9353,139.9242,28.58,80,100,6.64,overcast clouds
506,Cottonwood,US,34.7392,-112.0099,82.31,22,54,4.0,broken clouds
507,Hue,VN,16.4667,107.6,69.91,83,100,12.66,overcast clouds
508,Viedma,AR,-40.8135,-62.9967,76.84,38,90,14.83,overcast clouds
509,Palmas Bellas,PA,9.2319,-80.0867,84.0,85,60,8.34,moderate rain
510,Coelho Neto,BR,-4.2567,-43.0128,88.47,38,53,0.87,broken clouds
511,Peniche,PT,39.3558,-9.3811,61.11,88,0,18.28,clear sky
512,Virginia Beach,US,36.8529,-75.978,59.05,45,20,12.66,few clouds
513,Cacoal,BR,-11.4386,-61.4472,89.19,55,51,3.09,light rain
514,Srednekolymsk,RU,67.45,153.6833,13.77,94,100,22.08,light snow
515,Ishigaki,JP,24.3448,124.1572,75.33,78,75,23.02,broken clouds
516,Ati,TD,13.2154,18.3353,88.74,21,6,7.2,clear sky
517,Punta Cardon,VE,11.6581,-70.215,85.57,66,1,24.94,clear sky
518,Cayenne,GF,4.9333,-52.3333,86.04,70,0,10.36,clear sky
519,Rincon,US,32.296,-81.2354,63.86,37,20,12.66,few clouds
520,Dakar,SN,14.6937,-17.4441,82.53,89,0,4.61,clear sky
521,Bageshwar,IN,29.85,79.7667,52.63,75,0,3.74,clear sky
522,Cerveteri,IT,41.9926,12.0924,69.4,71,0,3.56,clear sky
523,Kalmunai,LK,7.4167,81.8167,78.75,85,100,7.4,heavy intensity rain
524,Taitung,TW,22.7583,121.1444,70.56,78,89,13.27,overcast clouds
525,Carman,CA,49.4992,-98.0016,61.72,28,94,6.91,overcast clouds
526,Mae Sai,TH,20.4335,99.8762,62.92,70,0,2.73,clear sky
527,Port Hedland,AU,-20.3167,118.5667,71.65,40,0,9.22,clear sky
528,Kropotkin,RU,45.4375,40.5756,56.62,78,0,6.85,clear sky
529,Skibbereen,IE,51.55,-9.2667,59.11,92,100,14.61,overcast clouds
530,Tiznit,MA,29.5833,-9.5,76.95,30,17,3.87,few clouds
531,Ararangua,BR,-28.9347,-49.4858,67.06,88,29,4.12,scattered clouds
532,La Asuncion,VE,11.0333,-63.8628,96.53,46,1,16.11,clear sky
533,Miles City,US,46.4083,-105.8406,72.57,23,0,6.91,clear sky
534,Zomergem,BE,51.1277,3.5553,56.14,75,60,12.55,broken clouds
535,Ofaqim,IL,31.3141,34.6203,70.88,69,83,3.33,broken clouds
536,Mackay,AU,-21.15,149.2,75.69,87,90,8.77,light rain
537,Henties Bay,NA,-22.116,14.2845,59.25,87,98,10.02,overcast clouds
538,Rakovnik,CZ,50.1037,13.7334,47.25,91,22,2.55,few clouds
539,Akcaabat,TR,41.0212,39.5715,66.07,88,75,3.44,broken clouds
540,Ouadda,CF,8.0777,22.4007,71.56,74,67,3.29,broken clouds
541,Bogorodskoye,RU,56.55,37.8833,42.46,82,99,4.45,overcast clouds
542,Puerto Leguizamo,CO,-0.1934,-74.7819,79.5,94,99,1.12,overcast clouds
543,Gizo,SB,-8.103,156.8419,83.01,73,87,3.8,overcast clouds
544,Yumen,CN,40.2833,97.2,42.87,34,22,8.81,few clouds
545,Muros,ES,42.7762,-9.0603,61.84,86,15,20.83,few clouds
546,Amga,RU,60.8953,131.9608,27.21,92,100,8.9,light snow
547,Jumla,NP,29.2747,82.1838,42.03,81,7,3.98,clear sky
548,Kloulklubed,PW,7.0419,134.2556,77.5,74,100,13.65,overcast clouds
549,Kang,BW,-23.6752,22.7876,75.43,38,78,7.05,broken clouds
550,Nemuro,JP,43.3236,145.575,48.02,68,3,4.09,clear sky
551,Yerbogachen,RU,61.2767,108.0108,26.65,91,88,7.27,overcast clouds
552,Kelme,LT,55.6339,22.9342,35.62,79,18,6.53,few clouds
553,Talnakh,RU,69.4865,88.3972,34.21,98,100,13.11,light snow
554,Bongouanou,CI,6.6486,-4.1992,71.4,98,99,2.1,light rain
555,Terrace Bay,CA,48.7834,-87.1,39.63,46,13,13.31,few clouds
556,Orange Cove,US,36.6244,-119.3137,89.24,31,0,0.0,clear sky
557,Nabire,ID,-3.3667,135.4833,75.43,92,100,2.66,overcast clouds
558,Beira,MZ,-19.8436,34.8389,77.09,78,20,12.66,few clouds
559,Eyl,SO,7.9803,49.8164,78.24,82,1,11.92,clear sky
560,Athabasca,CA,54.7169,-113.2854,68.41,21,99,10.2,overcast clouds
561,Bodden Town,KY,19.2833,-81.25,87.01,71,40,5.75,scattered clouds
562,Kasane,BW,-17.8167,25.15,73.6,49,98,6.89,overcast clouds
563,Zhaotong,CN,27.3167,103.7167,48.09,74,0,3.96,clear sky
564,Karakol,KG,42.4907,78.3936,33.67,89,100,2.68,overcast clouds
565,Pangnirtung,CA,66.1451,-65.7125,21.2,63,75,4.61,broken clouds
566,Sisimiut,GL,66.9395,-53.6735,26.22,83,91,7.74,light snow
567,The Valley,AI,18.217,-63.0578,86.14,74,20,16.11,few clouds
568,Haputale,LK,6.7681,80.9595,61.66,83,97,3.15,overcast clouds
569,Ushtobe,KZ,45.2514,77.9838,43.61,44,91,8.86,overcast clouds
570,Letlhakane,BW,-21.4167,25.5833,76.28,31,85,19.04,overcast clouds
571,Umm Kaddadah,SD,13.6017,26.6876,85.98,21,6,13.51,clear sky
572,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,72.52,88,97,2.44,overcast clouds
573,Yarmouth,US,41.7057,-70.2286,55.99,60,20,23.02,few clouds
574,Angoram,PG,-4.0625,144.0661,74.03,98,85,2.21,overcast clouds
575,Kovylkino,RU,54.0388,43.9139,42.46,93,97,3.69,overcast clouds
576,Tayga,RU,56.06,85.6197,34.72,85,98,8.03,overcast clouds
577,Ojinaga,MX,29.5667,-104.4167,75.58,49,0,0.0,clear sky
578,Camopi,GF,3.1655,-52.3158,80.2,73,96,2.33,overcast clouds
579,Sept-Iles,CA,50.2001,-66.3821,50.52,98,100,28.77,moderate rain
580,Turangi,NZ,-39.0,175.9333,49.35,62,74,5.55,broken clouds
581,Sorong,ID,-0.8833,131.25,78.21,86,82,4.92,broken clouds
582,Deputatskiy,RU,69.3,139.9,-8.45,88,16,4.47,few clouds
583,Riyadh,SA,24.6877,46.7219,78.94,14,3,2.21,clear sky
584,Margate,GB,51.3813,1.3862,59.9,84,100,8.01,overcast clouds
585,Bereda,ES,43.2686,-7.5406,55.42,96,35,6.67,scattered clouds
586,Luziania,BR,-16.2525,-47.9503,89.29,26,32,7.02,scattered clouds
587,Agua Prieta,MX,31.3,-109.5667,75.38,38,6,9.91,clear sky
588,Wang Noi,TH,14.2269,100.7155,75.18,79,23,4.21,few clouds
589,Gay,RU,51.4666,58.4552,46.92,74,100,16.49,overcast clouds
590,Ekibastuz,KZ,51.6667,75.3667,41.41,80,100,23.82,overcast clouds
591,Vestmanna,FO,62.1564,-7.1664,40.12,81,100,4.61,overcast clouds
592,Havelock,US,34.8791,-76.9013,60.94,43,0,10.36,clear sky
593,Freeport,US,40.6576,-73.5832,55.26,47,40,18.41,scattered clouds
594,Houma,US,29.5958,-90.7195,63.01,39,0,5.95,clear sky
595,Byron Bay,AU,-28.65,153.6167,65.71,88,100,10.98,overcast clouds
596,Butka,RU,56.7179,63.7866,40.1,86,98,8.48,overcast clouds
597,Kawalu,ID,-7.3817,108.2082,72.61,98,100,1.34,overcast clouds
598,Saint Anthony,US,45.0205,-93.218,49.01,29,100,11.5,overcast clouds
599,Gazanjyk,TM,39.2446,55.5154,55.89,61,1,12.39,clear sky
600,Daitari,IN,21.1,85.75,69.3,89,0,2.53,clear sky
601,Paciran,ID,-6.8767,112.3761,78.84,85,99,2.86,overcast clouds
602,Teguise,ES,29.0605,-13.564,70.02,73,0,9.22,clear sky
603,Okha,RU,53.5739,142.9478,38.05,81,77,11.92,broken clouds
604,Gao,ML,16.6362,1.637,83.5,17,0,10.87,clear sky
605,Makat,KZ,47.6469,53.3463,52.27,78,19,10.16,few clouds
606,Aykhal,RU,66.0,111.5,17.87,88,100,8.34,overcast clouds
607,Hoima,UG,1.4356,31.3436,64.74,95,97,1.9,overcast clouds
608,Dauphin,CA,51.1494,-100.0502,62.74,39,0,6.91,clear sky
609,Boa Vista,BR,2.8197,-60.6733,75.18,88,75,5.75,moderate rain
610,Discovery Bay,US,37.9085,-121.6002,92.79,22,0,5.99,clear sky
611,Pitogo,PH,13.7847,122.0881,77.56,91,98,5.48,overcast clouds
612,Mananjary,MG,-21.2167,48.3333,69.84,83,74,3.2,light rain
613,Mehamn,NO,71.0357,27.8492,35.55,60,75,34.52,broken clouds
614,Delhi,IN,28.6667,77.2167,73.49,56,0,2.3,haze
615,Qurayyat,SA,31.3318,37.3428,73.58,43,0,6.91,clear sky
616,Ust-Tsilma,RU,65.441,52.1498,32.85,98,100,7.38,light snow
617,Telimele,GN,10.9167,-13.3333,69.42,95,98,0.89,light rain
618,Kudahuvadhoo,MV,2.6708,72.8944,81.03,77,93,12.66,overcast clouds
619,Vieste,IT,41.8825,16.175,66.96,84,4,14.45,clear sky
620,Hillsborough,US,37.5741,-122.3794,93.29,46,0,6.91,haze
621,Quang Ngai,VN,15.1167,108.8,72.66,83,100,2.62,overcast clouds
622,Salto,UY,-31.3833,-57.9667,74.97,67,99,5.97,overcast clouds
623,Ponta Delgada,PT,37.7333,-25.6667,66.92,77,40,21.85,scattered clouds
624,Batticaloa,LK,7.7102,81.6924,79.16,79,100,6.42,light rain
625,Vao,NC,-22.6667,167.4833,70.34,68,54,15.75,broken clouds
626,Eregli,TR,37.5133,34.0467,57.38,73,9,0.94,clear sky
627,Peleduy,RU,59.6289,112.7406,28.22,91,100,6.53,overcast clouds
628,Fukue,JP,32.6881,128.8419,64.81,58,0,18.16,clear sky
629,Biloela,AU,-24.4167,150.5,68.54,91,98,6.76,light rain
630,Ozernovskiy,RU,51.5,156.5167,39.74,63,100,31.47,light rain
631,Inirida,CO,3.8653,-67.9239,80.37,90,97,2.35,heavy intensity rain
632,Cayhagan,PH,9.6697,122.4256,78.87,84,100,7.16,moderate rain
633,Pangkalanbuun,ID,-2.6833,111.6167,74.23,99,100,1.86,overcast clouds
634,Dodola,ET,6.9833,39.1833,52.66,84,71,2.19,broken clouds
635,Basco,PH,20.4487,121.9702,79.14,81,100,32.93,overcast clouds
636,Ugento,IT,39.9263,18.1574,60.3,87,0,11.88,clear sky
637,Sangar,RU,63.9242,127.4739,14.23,97,98,0.65,overcast clouds
638,Kautokeino,NO,69.0125,23.0412,33.71,89,84,4.52,broken clouds
639,Soyo,AO,-6.1349,12.3689,76.53,84,35,9.37,scattered clouds
640,Belaya Gora,RU,68.5333,146.4167,-3.03,100,51,1.88,broken clouds
641,Karawang,ID,-6.3042,107.3079,78.12,85,100,2.77,overcast clouds
642,Zhongshu,CN,24.5167,103.7667,47.93,70,54,2.73,broken clouds
643,Cap Malheureux,MU,-19.9842,57.6142,68.47,74,26,1.99,scattered clouds
644,Panshi,CN,42.9422,126.0561,37.9,87,0,5.1,clear sky
645,Amazar,RU,53.858,120.875,25.16,88,11,2.89,few clouds
646,Saint-Georges,GD,12.0564,-61.7485,87.48,70,20,13.8,few clouds
647,Chara,RU,56.9064,118.2631,24.93,75,81,2.66,broken clouds
648,Shurugwi,ZW,-19.6702,30.0059,64.0,45,22,9.17,few clouds
649,Lamesa,US,32.7376,-101.951,70.52,32,0,10.04,clear sky
650,Palu,ID,-0.8917,119.8707,74.75,93,100,3.2,overcast clouds
651,Aksarka,RU,66.5606,67.7975,36.41,92,100,13.44,overcast clouds
652,Umea,SE,63.8284,20.2597,42.73,75,0,8.05,clear sky
653,Jimma,ET,7.6667,36.8333,58.53,93,100,1.59,overcast clouds
654,Tarauaca,BR,-8.1614,-70.7656,85.44,61,88,2.71,overcast clouds
655,New Richmond,US,45.123,-92.5366,47.12,38,0,9.22,clear sky
656,Shaunavon,CA,49.6501,-108.4181,73.18,15,36,1.74,scattered clouds
657,Gulfport,US,30.3674,-89.0928,65.08,28,0,5.75,clear sky
658,Petropavlovskaya,RU,45.0819,40.4512,55.81,87,0,7.38,clear sky
659,Ejido,VE,8.5514,-71.2375,72.9,91,100,2.28,overcast clouds
660,Warragul,AU,-38.1667,145.9333,54.05,55,0,2.48,clear sky
661,Bogande,BF,12.9714,-0.1436,87.15,24,97,6.6,overcast clouds
662,Parana,AR,-31.732,-60.5238,68.56,86,100,9.46,light rain
663,Marawi,PH,7.9986,124.2928,69.39,93,100,4.0,overcast clouds
664,Resistencia,AR,-27.4606,-58.9839,73.45,78,100,10.36,light rain
665,Bubaque,GW,11.2833,-15.8333,82.44,77,5,10.38,light rain
666,Siguiri,GN,11.6667,-9.5,79.61,54,30,1.34,scattered clouds
667,Nantucket,US,41.2835,-70.0995,57.09,64,66,21.61,broken clouds
668,Angad,PH,17.5849,120.6257,74.77,94,100,2.93,overcast clouds
669,Rzhyshchiv,UA,49.9689,31.0463,48.94,78,98,11.54,light rain
670,Dwarka,IN,22.2394,68.9678,80.02,58,5,7.63,clear sky
671,Suntar,RU,62.1444,117.6319,25.43,84,100,8.01,overcast clouds
672,Catuday,PH,16.2923,119.8062,76.51,87,100,8.23,overcast clouds
673,Burgeo,CA,47.6167,-57.6152,55.76,92,96,18.77,overcast clouds
674,Rafaela,AR,-31.2503,-61.4867,66.97,56,100,1.01,moderate rain
675,Tocopilla,CL,-22.092,-70.1979,65.41,64,20,10.2,few clouds
676,Dire,ML,12.2833,-10.9667,79.57,70,42,1.97,scattered clouds
677,Dhidhdhoo,MV,6.8833,73.1,80.69,80,75,16.8,broken clouds
678,Bikin,RU,46.8161,134.26,32.56,84,50,5.88,scattered clouds
679,Carlisle,US,40.2015,-77.1889,52.0,50,87,4.0,overcast clouds
680,Gusau,NG,12.1628,6.6614,79.9,31,89,4.83,overcast clouds
681,Toktogul,KG,41.8708,72.9402,42.55,91,100,1.59,overcast clouds
682,Punakha,BT,27.5837,89.8598,53.85,80,18,2.28,few clouds
683,Ourossogui,SN,15.6064,-13.3211,92.8,34,90,8.16,overcast clouds
684,San Policarpo,PH,12.1791,125.5072,78.39,88,98,4.7,moderate rain
685,Cam Ranh,VN,11.9214,109.1591,78.76,78,75,14.97,broken clouds
686,Milagres,BR,-7.3133,-38.9456,93.97,38,100,7.85,overcast clouds
687,Aktau,KZ,43.65,51.2,54.18,67,100,24.49,overcast clouds
688,Karpogory,RU,64.0019,44.4451,35.55,92,100,10.38,overcast clouds
689,Tiarei,PF,-17.5333,-149.3333,80.62,78,4,10.25,light rain
690,Homer,US,59.6425,-151.5483,44.49,73,75,15.99,broken clouds
691,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,94,40,24.11,scattered clouds
692,Qujing,CN,25.4833,103.7833,46.06,73,16,2.66,few clouds
693,Grajau,BR,-5.8194,-46.1386,90.23,32,47,6.71,scattered clouds
694,Aitape,PG,-3.1374,142.3475,76.91,86,100,4.63,overcast clouds
695,Xai-Xai,MZ,-25.0519,33.6442,70.84,86,3,5.93,clear sky
696,Dungarvan,IE,52.0881,-7.6253,60.22,92,100,12.75,overcast clouds
697,Tarko-Sale,RU,64.9225,77.785,36.61,93,100,14.81,overcast clouds
698,Sur,OM,22.5667,59.5289,81.43,39,100,7.56,overcast clouds
699,Teguldet,RU,57.3064,88.1667,37.38,97,100,7.45,overcast clouds
